DisNo.,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damage ('000 US$)
2016-0002-IND,Geophysical,Earthquake,Ground movement,,IND,India,Southern Asia,Asia,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",,,,6.7,Moment Magnitude,24.804,93.65,2016,1,3,2016,1,3,8,308,10500,,10808,75000
2016-0010-USA,Meteorological,Storm,Blizzard/Winter storm,Storm Jonas (Snowzilla),USA,United States of America,Northern America,Americas,"Washington D.C. (District of Columbia district, District of Columbia province), New York, New Jersey, Pennsylvania, Maryland, Virginia, Tennessee, Kentucky, Delaware, West Virginia, Georgia, North Carolina provinces",,Snow/ice,,,Kph,,,2016,1,23,2016,1,26,50,12,85000000,,85000012,550000
2016-0012-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Ventura, Orange, San Diego, Los Angles districts (California province)",Pacific storm systems fueled by El Nino,"Flood|Slide (land, mud, snow, rock)",,,Kph,,,2016,1,4,2016,1,8,,,,,,125000
2016-0049-IND,Hydrological,Mass movement (wet),Avalanche (wet),,IND,India,Southern Asia,Asia,Jammu and Kashmir (Administrative unit not available) (Siachen glacier),,,,,,,,2016,2,3,2016,2,3,10,,,,,
2016-0051-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Alabama, Mississippi, Virginia, Connecticut, Florida, Georgia, Louisiana, Massachusetts, Maryland, North Carolina, New Jersey, New York, Pennsylvania, South Carolina, Texas",,Lightening,,,Kph,,,2016,2,22,2016,2,25,10,12,,,12,1200000
2016-0085-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"California, Lousiana, Texas, Arkansas, Tennessee, Mississippi, Alabama, Oklahoma, Kentucky, Ohio provinces",,Flood,,,Kph,,,2016,3,4,2016,3,12,7,,,,,1600000
2016-0086-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida provinces",,Hail,,,Kph,,,2016,3,17,2016,3,18,1,,,,,1200000
2016-0087-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Louisiana, Arkansas, Mississippi, Alabama, Florida provinces",,Hail,,,Kph,,,2016,3,22,2016,3,25,,,300,,300,2300000
2016-0123-USA,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Dallas-Fort Worth (Dallas, Wise, Tarrant, Denton, Parker), Wylie, Plano, Little Elm, Rockwall, Bettie, Emory in Collin, Denton, Upshur, Rockwall, Rains, San Antonio metro regions, Helotes, Alamo Heights, Kirby, Hollywood Park, Carrizo Springs, Terrel Hills (Bexar, Dimmit) (Texas), Oklahoma, Kansas, Missouri, Arkansas, Mississippi, Louisiana",,Hail,,,Kph,,,2016,4,10,2016,4,15,1,,3000,,3000,3900000
2016-0124-USA,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Fayette, Grimes, Harris, Parker counties, Houston districts (Texas province)",Torrential rrains,Storm,,,Km2,,,2016,4,16,2016,4,19,9,,21000,,21000,2000000
2016-0125-USA,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Arkansas, Louisiana, Mississippi, Kansas, Virginia, North Carolina, Georgia, Missouri, Illinois, West Virginia provinces",,Flood|Hail,,,Kph,,,2016,4,25,2016,5,4,6,,,,,2400000
2016-0133-IND,Meteorological,Extreme temperature,Heat wave,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Rajasthan, Orissa, Bihar, Jharkhand, Tamil Nadu, Uttar Pradesh provinces",,,,51,°C,,,2016,4,1,2016,5,20,300,,,,,
2016-0139-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Arunachal Pradesh, Assam, Nagaland provinces",Pre-monsoon rains,"Slide (land, mud, snow, rock)",,70517.68,Km2,27.464,95.607,2016,4,22,2016,4,25,18,,100000,,100000,150000
2016-0150-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Oklahoma, Colorado, Nebraska, Kansas, Iowa, Missouri, Arkansas, Illinois, Kentucky, Texas,Tennessee states",,Hail,,,Kph,,,2016,5,8,2016,5,11,2,10,,,10,1700000
2016-0170-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Palestine city (Anderson district, Texas province), Houston district (Texas province)",,,,,Km2,,,2016,4,30,2016,4,30,11,,,,,
2016-0172-CAN,Climatological,Wildfire,Forest fire,Fort McMurray wildfires,CAN,Canada,Northern America,Americas,"Fort McMurray city (Wood Buffalo area, Division No. 16 district, Alberta province)",,Explosion,,6000,Km2,,,2016,5,1,2016,7,4,,,88000,,88000,4000000
2016-0181-USA,Meteorological,Storm,Hail,,USA,United States of America,Northern America,Americas,"Houston district (Texas province), Brenham city (Washington district, Texas province); Montana, Kansas, Missouri, Colorado",,Flood,,,Kph,,,2016,5,21,2016,5,28,9,12,,,12,1100000
2016-0183-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Arkansas, Kansas, Nebraska provinces",Heavy rain,Storm,,,Km2,30.857,-95.537,2016,5,27,2016,6,2,15,,,,,300000
2016-0187-IND,Climatological,Wildfire,Forest fire,,IND,India,Southern Asia,Asia,"Uttarakhand province (including Almora, Pauri Garhwal, Chamoli districts)",Combination of well above normal tempertaure and lack of rainfall,,,,Km2,,,2016,2,1,2016,5,2,7,,,,,
2016-0195-IND,Hydrological,Mass movement (wet),Landslide (wet),,IND,India,Southern Asia,Asia,Uttarakhand province,Thunderstorms,,,,,,,2016,5,22,2016,5,22,10,5,,,5,
2016-0203-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Greenbier district (West Virginia province); Ohio, Indiana, Illinois, Wisconsin, Virginia",Torrential rain,"Flood|Slide (land, mud, snow, rock)",,,Kph,38.945,-80.555,2016,6,22,2016,6,24,25,,2000,,2000,1000000
2016-0206-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,California province,"Combination of heat, extented drought and gusty winds",,,,Km2,,,2016,6,25,2016,6,26,,,36,855,891,150000
2016-0234-IND,Meteorological,Storm,Lightning/Thunderstorms,,IND,India,Southern Asia,Asia,"Muzaffarpur, Patna, Siwan districts (Bihar province)",,,,,Kph,,,2016,6,12,2016,6,12,11,,,,,
2016-0237-IND,Meteorological,Storm,Lightning/Thunderstorms,,IND,India,Southern Asia,Asia,"Bihar, Uttar Pradesh, Jharkhand, Madhya Pradesh provinces",,,,,Kph,,,2016,6,20,2016,6,21,93,,,,,
2016-0239-IND,Hydrological,Flood,Flash flood,,IND,India,Southern Asia,Asia,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",Torrential rains,,,135742.3,Km2,27.068,93.95,2016,6,25,2016,7,1,61,,,,,100000
2016-0243-CAN,Hydrological,Flood,Flood (General),,CAN,Canada,Northern America,Americas,"Chetwynd, Lemoray, Dawson Creek, Link Creek, Braden Road, Mackenzie, Fort St. John cities (Peace River district, British Columbia/Colombie-Britannique province)",Heavy rain,,,176099.51,Km2,58.292,-123.249,2016,6,14,2016,6,21,,,300,,300,
2016-0264-USA,Climatological,Wildfire,Forest fire,Sand Fire,USA,United States of America,Northern America,Americas,"Los Angeles, San Francisco districts (California province)",Drought,,,,Km2,,,2016,7,24,2016,8,1,2,,420,,420,50000
2016-0267-IND,Hydrological,Flood,Flash flood,,IND,India,Southern Asia,Asia,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",Monsoonal rain,,,,Km2,,,2016,7,28,2016,7,30,50,,,2000000,2000000,150000
2016-0271-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia, Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",Monsoonal rains,,,,Km2,,,2016,7,15,2016,9,12,254,,1600000,,1600000,350000
2016-0276-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",Monsoonal rains,,,,Km2,,,2016,7,9,2016,8,22,184,,100000,,100000,160000
2016-0292-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Louisiana, Mississippi, Missouri, Illinois, Indiana; Allamakee, Clayton, Fayette, Howard, Winneshiek counties (Iowa)",Heavy rains,,,19554.02,Km2,29.988,-91.8,2016,8,9,2016,8,16,13,,70000,,70000,10000000
2016-0297-USA,Climatological,Wildfire,Forest fire,Clayton Fire,USA,United States of America,Northern America,Americas,"Lower Lake, Clearlake (Lake district, California province)",,,,,Km2,,,2016,8,13,2016,8,16,,,,567,567,100000
2016-0304-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",Monsoonal rains,,,,Km2,,,2016,8,1,2016,8,3,37,,3000,,3000,
2016-0322-USA,Meteorological,Storm,Tropical cyclone,Hurricane Hermine,USA,United States of America,Northern America,Americas,"Georgia, Florida, South Carolina, New York, New Jersey; Cedar Key, Florida, Aurora (North Carolina); Virginia Tidewater region",,Flood|Surge,,85,Kph,,,2016,9,1,2016,9,6,3,,13500,570,14070,600000
2016-0331-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,"Minnesota; Buffalo, Chippewa, Clark, Columbia, Crawford, Eau Claire, Jackson, La Crosse, Monroe, Richland, Sauk, Trempealeau, and Vernon (Wisconsin); Allamakee, Benton, Black Hawk, Bremer, Buchanan, Butler, Cedar, Chickasaw, Delaware, Floyd, Franklin, Linn, Wright (Iowa)",Excessive rains and thunderstorms,"Slide (land, mud, snow, rock)",,,Km2,,,2016,9,19,2016,9,23,1,,,,,550000
2016-0355-USA,Meteorological,Storm,Tropical cyclone,Hurricane 'Matthew',USA,United States of America,Northern America,Americas,"Florida, Georgia, South Carolina, North Carolina, Virginia provinces",,Flood,,,Kph,,,2016,10,8,2016,10,12,49,,,,,10000000
2016-0391-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Andhra Pradesh province, Telangana",Monsoonal rains,,,137435.4,Km2,17.654,80.34,2016,9,21,2016,9,29,28,,3000,,3000,589000
2016-0463-USA,Climatological,Wildfire,Forest fire,,USA,United States of America,Northern America,Americas,"Gatlinburg city (Sevier district, Tennessee province)",,,,,Km2,,,2016,11,,2016,12,31,14,191,,6383,6574,1200000
2016-0477-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Alabama, Mississippi, Tennessee, Georgia, South Carolina, Louisiana, North Carolina provinces",,Hail,,,Kph,,,2016,11,26,2016,12,1,8,33,,,33,275000
2016-0485-IND,Meteorological,Storm,Tropical cyclone,Cyclone 'Vardah',IND,India,Southern Asia,Asia,Chennai district (Tamil Nadu province); Andhra Pradesh,,Flood,,140,Kph,,,2016,12,12,2016,12,14,24,,,,,1000000
2016-0493-USA,Geophysical,Earthquake,Ground movement,,USA,United States of America,Northern America,Americas,Cushing (Oklahoma),,,,5,Moment Magnitude,35.991,-96.803,2016,11,7,2016,11,7,,,120,,120,20000
2016-0521-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Northern (Missouri, Maryland, Oklahoma, Indiana, Michigan, New Mexico, Ohio, Virginia)",,Cold wave,,,Kph,,,2016,12,13,2016,12,19,22,,,,,100000
2016-0550-USA,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Texas, Oklahoma, Kansas, Missouri, Nebraska, Illinois, Indiana, Kentucky, Ohio",,,,,Kph,,,2016,4,24,2016,4,28,6,19,,,19,
2016-0552-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Texas, Louisiana (Shreveport, Haugton), Arkansas, Mississipi",,,,,Km2,,,2016,3,8,2016,3,13,5,,,,,2300000
2016-0554-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Jorhat, Golaghat (Assam State)",,,,,Km2,,,2016,7,17,2016,7,19,34,,,,,
2017-0022-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Georgia (cook), Mississippi, Alabama, Louisiana, Florida states",,,,,Kph,,,2017,1,18,2017,1,23,24,200,,,200,1100000
2017-0039-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"California, Nevada, Idaho, Colorado, Utah, Oregon states",,"Flood|Slide (land, mud, snow, rock)",,,Kph,,,2017,1,6,2017,1,13,3,,,,,400000
2017-0046-IND,Hydrological,Mass movement (wet),Avalanche (wet),,IND,India,Southern Asia,Asia,"Sonamanrg (Ganderbal district), Gurez Valleys (Jammu and Kashmir state)",Heavy snow,,,,,,,2017,1,25,2017,1,26,28,,,,,
2017-0058-USA,Hydrological,Flood,Riverine flood,,USA,United States of America,Northern America,Americas,San Jose (North California),Heavy rains,,,,Km2,,,2017,2,22,2017,2,22,,,300,,300,
2017-0062-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Center and south of California (San Diego, Los Angeles, San Francisco, Sacramento)",,"Flood|Slide (land, mud, snow, rock)",,,Kph,,,2017,2,8,2017,2,21,5,,200000,,200000,1500000
2017-0070-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Illinois, Missouri, Indiana, Arkansas, Kentucky, Tennessee, Ohio , Georgia, Iowa, North Carolina, Virginia, Alabama, South Carolina, West Virginia, Michigan states",,Hail|Lightening,,,Kph,,,2017,2,27,2017,3,2,4,12,600,,612,1900000
2017-0108-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"South Carolina, Georgia, North Carolina, Tennessee, Alabama, Mssissippi, Florida, Kentucky , Virginia",,,,,Kph,,,2017,3,13,2017,3,15,11,12,,,12,1000000
2017-0126-CAN,Hydrological,Flood,Flood (General),,CAN,Canada,Northern America,Americas,"Ottawa (Cumberland, Constance Bay,Fitzroy Harbour, Dunrobin, Britannia, West Carleton-March, MacLarens Landing), Champlain Township (Prescott and Russell), Lanark (Ontario); Montreal, Gatineau, Laval (Quebec); Thompson Nicola (Cache Creek, Lower Nicola Indian Band) Columbia Shushwap (Tappen), Central Okanagan (Kelowna, West Kelowna, Lake country, Fintry Delta),North Okanogan (Lumby), Okanagan Similkameen (Garnett Valley,Summerland), Kootenay Boundary (Grand Forks) (British Colombia); Canadian Maritimes; York, Sunburry (Fredericton, Maugerville), Queens (Jemseg) (New Brunswick) ; Cape Breton Island (Nova Scotia)",Snowmelt and Heavy Rain,,,79149.2,Km2,45.575,-74.406,2017,5,5,2017,5,20,2,,16113,,16113,200000
2017-0136-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"East and West Canton (Van Zandt county) (Texas); Kampville (St Charles) (Missouri); Logan, Marion, Miles Station (Macoupin), Sumner (Lawrence), Pawnee (Sangamon) (Illinois); Natural Dam (Crawford), Mississipi, Clay (Arkansas); Oak ridge (Morehouse) (Louisiana) ; Labette (Kansas); Cameron (Le Flore) (Oklahoma); Goshen (Oldham) (Kentucky) ; Ohio; Pennsylvania; West Virginia ; Mississipi ; Alabama ; Tennesse ; Indiana",,Hail|Storm,,,Km2,,,2017,4,28,2017,5,1,20,70,,,70,1700000
2017-0144-IND,Meteorological,Extreme temperature,Heat wave,,IND,India,Southern Asia,Asia,"Andhra Pradesh, Telangana, Maharashtra, Odisha (Orissa)",,,,48,°C,,,2017,4,12,2017,6,15,264,,,,,
2017-0152-IND,Meteorological,Storm,Tropical cyclone,Cyclone Mora,IND,India,Southern Asia,Asia,"Manipur, Mizoram",,"Flood|Slide (land, mud, snow, rock)",,,Kph,,,2017,5,30,2017,5,31,,,1970,,1970,
2017-0180-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Lakhimpur, Karimganj, Darrang districts (Assam), Nagaland, Manipur, Jharkhand",Long-term rainfall,,,,Km2,,,2017,6,4,2017,6,6,6,,100000,,100000,
2017-0203-USA,Meteorological,Storm,Hail,,USA,United States of America,Northern America,Americas,"Colorado, New Mexico, Texas, Oklahoma, Missouri",,Hail,,130,Kph,,,2017,5,9,2017,5,11,,,,,,3100000
2017-0234-USA,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Colorado, Kansas, Illinois, Indiana, Texas (Gregg County, Tenneryville, Easton, Longview City), Oklahoma (Okfuskee), Missouri (Bates, Carthage, Laclede, Pulaski, Phelps, Dent, Texas Counties, Crawfordsville, Phillipsburg, Edgar Springs, Salem, Evening Shade, Palace, Big Piney), Arkansas, Ohio, Kentucky, Tennessee (Millington, Memphis, Knoxville), Virginia, Louisiana (Natchitoches, DeSoto, Caddo, Caldwell, Franklin, LaSalle, Winn, Rapides, Catahoula, Concordia Parishes, Goldonna), North Dakota, South Dakota, Minnesota, Iowa, Ohio, Pennsylvania, New York, North Carolina (Sampson County, Salemburg, Clinton), South Carolina, Georgia, New Mexico",,Flood|Hail,,170,Kph,,,2017,6,25,2017,6,29,2,16,90,,106,1400000
2017-0252-USA,Climatological,Wildfire,Forest fire,"Wall Fire, Alamo Fire, Whittier Fire",USA,United States of America,Northern America,Americas,"Butte (Oroville), San Luis Obispo, Santa Barbara (California)",Weather,,,190,Km2,,,2017,7,6,2017,7,10,,,9,147,156,
2017-0253-USA,Meteorological,Storm,Lightning/Thunderstorms,,USA,United States of America,Northern America,Americas,"Minnesota (Minneapolis – St. Paul, MN metro region-Twin Cities, Lac Qui Parle County, Montevideo (Chippewa), Slayton (Murray), St. Cloud (Stearns), Monticello (Wright), Coon Rapids (Anoka)), Wisconsin (St. Croix), Upper Peninsula (Michigan), North Dakota (Richardson, Stark County, Morton County, Milton and Langdon in Cavalier County), South Dakota (Deuel, Jerauld, Beadle, and Clark Counties)",,Hail,,135,Kph,,,2017,6,9,2017,6,12,,2,,,2,2000000
2017-0257-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,Gujarat,Monsoon rains,,,,Km2,,,2017,6,1,2017,6,30,31,,,,,
2017-0265-IND,Meteorological,Storm,Lightning/Thunderstorms,,IND,India,Southern Asia,Asia,"Vaishali, Saran, Patna, Gaya, Sasaram (Rohta), Araria, Nalanda districts (Bihar)",Monsoon,,,,Kph,,,2017,7,8,2017,7,11,23,12,,,12,
2017-0266-IND,Hydrological,Mass movement (wet),Landslide (wet),,IND,India,Southern Asia,Asia,"Laptap Village, Papumpare district (Arunachal Pradesh)",,,,,,,,2017,7,11,2017,7,11,22,,,,,
2017-0271-CAN,Climatological,Wildfire,Wildfire (General),"Gustafsen, Wildwood, Elephant Hill Fires",CAN,Canada,Northern America,Americas,"Cache Creek , Ashcroft, Boston flats (Thompson Nicola), 100 Mile House , Williams Lake (Cariboo) (British Columbia)",Weather,Heat wave,,500,Km2,,,2017,7,7,2017,9,15,,,43441,,43441,
